label,pe_all_6h,pe_storm_6h,pe_quiet_6h,pe_highflux_6h,n_seeds
transformer,0.6475021640459696,0.6118421753247579,0.6534669796625773,0.7171308994293213,3
storm_bz,0.6686282952626547,0.673720916112264,0.6677764654159546,0.7450206279754639,3
storm_no_delay,0.6719190080960592,0.6435330510139465,0.6766671140988668,0.7172522942225138,3
storm_no_physics,0.6768029928207397,0.6508779128392538,0.6811394691467285,0.7186635136604309,3
