seed,PE_pers_1h
42,-0.0479049682617187
43,0.0925032496452331
44,-0.2267844676971435
45,0.0997816324234008
46,-0.2612192630767822
47,0.1010131239891052
48,0.0591799020767211
49,0.2089588642120361
50,0.1666769981384277
51,-0.01156747341156
52,0.1841804981231689
53,0.2051968574523925
54,-0.0358245372772216
55,0.2035401463508606
56,0.0513715147972106
