Model,Seed,Epoch,Train_Loss,Val_Loss,Val_MSE,Delay_Hours,Learning_Rate
storm_radiotrophic,44,1,-0.039,-0.154,0.3309,1.007,6e-05
storm_radiotrophic,44,2,-0.0883,-0.1843,0.2181,1.027,0.00012
storm_radiotrophic,44,3,-0.0948,-0.1962,0.1686,1.045,0.00018
storm_radiotrophic,44,4,-0.1014,-0.1719,0.1618,1.062,0.00024
storm_radiotrophic,44,5,-0.1118,-0.1753,0.1337,1.075,0.0003
storm_radiotrophic,44,6,-0.1184,-0.2004,0.1198,1.086,0.000299
storm_radiotrophic,44,7,-0.1295,-0.1494,0.1283,1.092,0.000298
storm_radiotrophic,44,8,-0.1472,-0.162,0.1197,1.1,0.000295
storm_radiotrophic,44,9,-0.1591,-0.1603,0.1231,1.101,0.00029
storm_radiotrophic,44,10,-0.1656,-0.187,0.1142,1.104,0.000285
storm_radiotrophic,44,11,-0.1783,-0.1676,0.1115,1.104,0.000279
storm_radiotrophic,44,12,-0.1842,-0.1735,0.1156,1.102,0.000271
storm_radiotrophic,44,13,-0.1822,-0.1555,0.1205,1.102,0.000263
storm_radiotrophic,44,14,-0.186,-0.1889,0.1322,1.102,0.000254
storm_radiotrophic,44,15,-0.1892,-0.153,0.1124,1.102,0.000244
storm_radiotrophic,44,16,-0.1888,-0.1674,0.1287,1.103,0.000233
storm_radiotrophic,44,17,-0.192,-0.1553,0.1155,1.101,0.000221
storm_radiotrophic,44,18,-0.1898,-0.1536,0.1159,1.103,0.000209
storm_radiotrophic,44,19,-0.1906,-0.149,0.1166,1.102,0.000196
storm_radiotrophic,44,20,-0.1936,-0.1449,0.1189,1.102,0.000183
storm_radiotrophic,44,21,-0.1931,-0.1567,0.1144,1.103,0.00017
storm_radiotrophic,44,22,-0.1954,-0.1273,0.1175,1.101,0.000157
storm_radiotrophic,44,23,-0.1969,-0.1452,0.1133,1.1,0.000143
