Model,Seed,Epoch,Train_Loss,Val_Loss,Val_MSE,Delay_Hours,Learning_Rate
storm_bz,44,1,-0.0377,-0.1594,0.3348,1.004,6e-05
storm_bz,44,2,-0.0922,-0.188,0.2242,1.021,0.00012
storm_bz,44,3,-0.1088,-0.1925,0.1683,1.041,0.00018
storm_bz,44,4,-0.1121,-0.1801,0.1543,1.056,0.00024
storm_bz,44,5,-0.125,-0.1877,0.1406,1.068,0.0003
storm_bz,44,6,-0.1426,-0.1943,0.1224,1.08,0.000299
storm_bz,44,7,-0.1528,-0.1476,0.1188,1.088,0.000298
storm_bz,44,8,-0.1572,-0.1802,0.1149,1.094,0.000295
storm_bz,44,9,-0.1645,-0.1355,0.1259,1.096,0.00029
storm_bz,44,10,-0.1696,-0.1863,0.1151,1.097,0.000285
storm_bz,44,11,-0.1778,-0.1784,0.1131,1.096,0.000279
storm_bz,44,12,-0.1848,-0.1693,0.1139,1.096,0.000271
storm_bz,44,13,-0.1823,-0.1775,0.1128,1.094,0.000263
storm_bz,44,14,-0.1871,-0.172,0.1276,1.094,0.000254
storm_bz,44,15,-0.1897,-0.1586,0.1124,1.096,0.000244
storm_bz,44,16,-0.1888,-0.177,0.1249,1.098,0.000233
storm_bz,44,17,-0.1926,-0.1537,0.1107,1.094,0.000221
storm_bz,44,18,-0.1906,-0.1706,0.1118,1.093,0.000209
storm_bz,44,19,-0.1927,-0.152,0.1177,1.093,0.000196
storm_bz,44,20,-0.192,-0.1604,0.1106,1.094,0.000183
storm_bz,44,21,-0.1932,-0.1779,0.1099,1.093,0.00017
storm_bz,44,22,-0.1951,-0.1467,0.1172,1.092,0.000157
storm_bz,44,23,-0.1952,-0.1635,0.1083,1.09,0.000143
storm_bz,44,24,-0.1963,-0.1656,0.111,1.09,0.00013
storm_bz,44,25,-0.1977,-0.1431,0.1205,1.088,0.000117
storm_bz,44,26,-0.1966,-0.1512,0.1092,1.087,0.000104
storm_bz,44,27,-0.1961,-0.1624,0.107,1.089,9.1e-05
storm_bz,44,28,-0.1985,-0.147,0.1093,1.088,7.89e-05
storm_bz,44,29,-0.1987,-0.1618,0.1087,1.088,6.74e-05
storm_bz,44,30,-0.1976,-0.1514,0.1085,1.088,5.65e-05
storm_bz,44,31,-0.199,-0.1469,0.1076,1.088,4.63e-05
storm_bz,44,32,-0.2004,-0.1448,0.1096,1.087,3.7e-05
storm_bz,44,33,-0.1998,-0.1528,0.1092,1.087,2.86e-05
storm_bz,44,34,-0.202,-0.1538,0.1069,1.087,2.12e-05
storm_bz,44,35,-0.1986,-0.1445,0.1079,1.087,1.49e-05
storm_bz,44,36,-0.2016,-0.1452,0.1069,1.086,9.56e-06
storm_bz,44,37,-0.2008,-0.1454,0.1064,1.086,5.41e-06
storm_bz,44,38,-0.2006,-0.1473,0.1065,1.086,2.41e-06
storm_bz,44,39,-0.2006,-0.1482,0.1064,1.086,6.04e-07
storm_bz,44,40,-0.1991,-0.1481,0.1063,1.086,0.0
