Model,Seed,Epoch,Train_Loss,Val_Loss,Val_MSE,Delay_Hours,Learning_Rate
storm_no_physics,42,1,-0.0936,-0.1728,0.3247,1.01,6e-05
storm_no_physics,42,1,-0.0936,-0.1728,0.3247,1.01,6e-05
storm_no_physics,42,2,-0.1339,-0.2003,0.1867,1.026,0.00012
storm_no_physics,42,2,-0.1339,-0.2003,0.1867,1.026,0.00012
storm_no_physics,42,3,-0.1541,-0.1982,0.1794,1.041,0.00018
storm_no_physics,42,3,-0.1541,-0.1982,0.1794,1.041,0.00018
storm_no_physics,42,4,-0.1677,-0.2108,0.1495,1.051,0.00024
storm_no_physics,42,4,-0.1677,-0.2108,0.1495,1.051,0.00024
storm_no_physics,42,5,-0.1636,-0.1843,0.1364,1.057,0.0003
storm_no_physics,42,5,-0.1636,-0.1843,0.1364,1.057,0.0003
storm_no_physics,42,6,-0.1691,-0.1857,0.1282,1.066,0.000299
storm_no_physics,42,6,-0.1691,-0.1857,0.1282,1.066,0.000299
storm_no_physics,42,7,-0.1781,-0.1825,0.1441,1.073,0.000298
storm_no_physics,42,7,-0.1781,-0.1825,0.1441,1.073,0.000298
storm_no_physics,42,8,-0.1848,-0.1746,0.1248,1.082,0.000295
storm_no_physics,42,8,-0.1848,-0.1746,0.1248,1.082,0.000295
storm_no_physics,42,9,-0.1922,-0.1886,0.1208,1.084,0.00029
storm_no_physics,42,9,-0.1922,-0.1886,0.1208,1.084,0.00029
storm_no_physics,42,10,-0.1946,-0.1768,0.1156,1.09,0.000285
storm_no_physics,42,10,-0.1946,-0.1768,0.1156,1.09,0.000285
storm_no_physics,42,11,-0.2013,-0.1708,0.1218,1.093,0.000279
storm_no_physics,42,11,-0.2013,-0.1708,0.1218,1.093,0.000279
storm_no_physics,42,12,-0.2022,-0.1956,0.11,1.095,0.000271
storm_no_physics,42,12,-0.2022,-0.1956,0.11,1.095,0.000271
storm_no_physics,42,13,-0.2034,-0.1728,0.119,1.095,0.000263
storm_no_physics,42,13,-0.2034,-0.1728,0.119,1.095,0.000263
storm_no_physics,42,14,-0.2038,-0.1961,0.1196,1.092,0.000254
storm_no_physics,42,14,-0.2038,-0.1961,0.1196,1.092,0.000254
storm_no_physics,42,15,-0.2071,-0.1774,0.1142,1.089,0.000244
storm_no_physics,42,15,-0.2071,-0.1774,0.1142,1.089,0.000244
storm_no_physics,42,16,-0.2048,-0.1749,0.1202,1.089,0.000233
storm_no_physics,42,16,-0.2048,-0.1749,0.1202,1.089,0.000233
storm_no_physics,42,17,-0.2035,-0.1694,0.1121,1.09,0.000221
storm_no_physics,42,17,-0.2035,-0.1694,0.1121,1.09,0.000221
storm_no_physics,42,18,-0.2064,-0.1722,0.1114,1.09,0.000209
storm_no_physics,42,18,-0.2064,-0.1722,0.1114,1.09,0.000209
storm_no_physics,42,19,-0.2068,-0.1705,0.1139,1.087,0.000196
storm_no_physics,42,19,-0.2068,-0.1705,0.1139,1.087,0.000196
storm_no_physics,42,20,-0.205,-0.1711,0.1174,1.086,0.000183
storm_no_physics,42,20,-0.205,-0.1711,0.1174,1.086,0.000183
storm_no_physics,42,21,-0.2073,-0.1742,0.1145,1.086,0.00017
storm_no_physics,42,21,-0.2073,-0.1742,0.1145,1.086,0.00017
storm_no_physics,42,22,-0.2076,-0.1632,0.1174,1.084,0.000157
storm_no_physics,42,22,-0.2076,-0.1632,0.1174,1.084,0.000157
storm_no_physics,42,23,-0.2086,-0.1792,0.1095,1.084,0.000143
storm_no_physics,42,23,-0.2086,-0.1792,0.1095,1.084,0.000143
storm_no_physics,42,24,-0.208,-0.1522,0.1096,1.084,0.00013
storm_no_physics,42,24,-0.208,-0.1522,0.1096,1.084,0.00013
storm_no_physics,42,25,-0.2081,-0.1812,0.1155,1.083,0.000117
storm_no_physics,42,25,-0.2081,-0.1812,0.1155,1.083,0.000117
storm_no_physics,42,26,-0.2098,-0.1626,0.1123,1.081,0.000104
storm_no_physics,42,26,-0.2098,-0.1626,0.1123,1.081,0.000104
storm_no_physics,42,27,-0.2102,-0.1538,0.1134,1.082,9.1e-05
storm_no_physics,42,27,-0.2102,-0.1538,0.1134,1.082,9.1e-05
storm_no_physics,42,28,-0.2091,-0.1617,0.1125,1.081,7.89e-05
storm_no_physics,42,28,-0.2091,-0.1617,0.1125,1.081,7.89e-05
storm_no_physics,42,29,-0.21,-0.1479,0.1127,1.081,6.74e-05
storm_no_physics,42,29,-0.21,-0.1479,0.1127,1.081,6.74e-05
storm_no_physics,42,30,-0.2112,-0.1634,0.1187,1.08,5.65e-05
storm_no_physics,42,30,-0.2112,-0.1634,0.1187,1.08,5.65e-05
storm_no_physics,42,31,-0.2107,-0.1652,0.1107,1.08,4.63e-05
storm_no_physics,42,31,-0.2107,-0.1652,0.1107,1.08,4.63e-05
storm_no_physics,42,32,-0.2083,-0.1529,0.1133,1.08,3.7e-05
storm_no_physics,42,32,-0.2083,-0.1529,0.1133,1.08,3.7e-05
storm_no_physics,42,33,-0.2122,-0.1538,0.1108,1.079,2.86e-05
storm_no_physics,42,33,-0.2122,-0.1538,0.1108,1.079,2.86e-05
storm_no_physics,42,34,-0.2105,-0.1531,0.1122,1.08,2.12e-05
storm_no_physics,42,34,-0.2105,-0.1531,0.1122,1.08,2.12e-05
storm_no_physics,42,35,-0.2127,-0.1504,0.1124,1.079,1.49e-05
storm_no_physics,42,35,-0.2127,-0.1504,0.1124,1.079,1.49e-05
