seed,PE_pers_45min
42,-0.04790496826171875
43,0.09250324964523315
44,-0.22678446769714355
45,0.09978163242340088
46,-0.2612192630767822
47,0.10101312398910522
48,0.05917990207672119
49,0.20895886421203613
