seed,zs_45min,zs_6h,zs_12h,ft_45min,ft_6h,ft_12h
50,0.8217788338661194,0.5350829362869263,0.3782985210418701,0.8240102529525757,0.6374818086624146,0.5680862665176392
51,0.8114193081855774,0.5274064540863037,0.39296919107437134,0.8376201391220093,0.6077602505683899,0.5188113451004028
52,0.8115962147712708,0.5674884915351868,0.5072543025016785,0.8268919587135315,0.6678358316421509,0.6148703098297119
53,0.8157272934913635,0.5535721778869629,0.3669534921646118,0.8368585109710693,0.6334092020988464,0.5126503705978394
54,0.8249392509460449,0.5515207052230835,0.47294652462005615,0.8390361070632935,0.6367131471633911,0.5800143480300903
55,0.8191673159599304,0.5259676575660706,0.38681846857070923,0.8186264634132385,0.6349545121192932,0.5372652411460876
56,0.825985312461853,0.534841775894165,0.44237321615219116,0.8414589762687683,0.622382402420044,0.48409003019332886
